breed,heritage,price,,,,with outlier,w/o outlier
7,0,1300,,,,0.133748051,0.298964514
16,0,1700,,,,0.566419041,0.92669777
10,0,900,,,,-0.298922939,-0.328768741
11,0,1200,,,,0.025580303,0.1420312
5,0,900,,,,-0.298922939,-0.328768741
10,1,2500,,,,1.431761021,2.18216428
18,0,1700,,,,0.566419041,0.92669777
17,0,800,,,,-0.407090687,-0.485702055
1,0,500,,,,-0.731593929,-0.956501996
20,0,2000,,,,0.890922283,1.397497711
16,1,2000,,,,0.890922283,1.397497711
14,0,1000,,,,-0.190755192,-0.171835427
20,0,800,,,,-0.407090687,-0.485702055
9,0,2850,,,,1.810348137,2.731430878
4,0,1500,,,,0.350083546,0.612831142
9,0,1250,,,,0.079664177,0.220497857
1,0,1350,,,,0.187831924,0.377431171
3,0,1200,,,,0.025580303,0.1420312
9,1,1250,,,,0.079664177,0.220497857
2,0,500,,,,-0.731593929,-0.956501996
8,0,2500,,,,1.431761021,2.18216428
10,0,1100,,,,-0.082587444,-0.014902113
20,0,750,,,,-0.461174561,-0.564168712
11,0,750,,,,-0.461174561,-0.564168712
4,0,1000,,,,-0.190755192,-0.171835427
11,0,1000,,,,-0.190755192,-0.171835427
3,0,1000,,,,-0.190755192,-0.171835427
12,0,1200,,,,0.025580303,0.1420312
18,0,1200,,,,0.025580303,0.1420312
1,0,1200,,,,0.025580303,0.1420312
1,0,2000,,,,0.890922283,1.397497711
20,0,1200,,,,0.025580303,0.1420312
3,0,1200,,,,0.025580303,0.1420312
4,0,375,,,,-0.866803614,-1.152668638
16,0,1000,,,,-0.190755192,-0.171835427
10,0,1000,,,,-0.190755192,-0.171835427
6,0,650,,,,-0.569342308,-0.721102025
2,0,250,,,,-1.002013298,-1.348835281
5,0,450,,,,-0.785677803,-1.034968653
10,0,800,,,,-0.407090687,-0.485702055
13,1,750,,,,-0.461174561,-0.564168712
7,0,600,,,,-0.623426182,-0.799568682
1,0,1200,,,,0.025580303,0.1420312
1,1,1000,,,,-0.190755192,-0.171835427
4,0,950,,,,-0.244839066,-0.250302084
10,0,1000,,,,-0.190755192,-0.171835427
8,0,2500,,,,1.431761021,2.18216428
14,0,1500,,,,0.350083546,0.612831142
6,0,450,,,,-0.785677803,-1.034968653
